"Protocol","Cohort","Arm","Patients","Enroll_Start","Enroll_End","Country","Center"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-004"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-005"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-006"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-007"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-008"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-009"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-010"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-011"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-012"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-013"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-014"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-015"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-016"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-017"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-018"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-019"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-020"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-021"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-022"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-023"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-024"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-025"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-026"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-027"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-028"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-029"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-030"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-031"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-032"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-033"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-034"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-035"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-036"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-037"
"CVD-2024-002","C1","FIXED",8,2024-06-01,2025-02-16,"USA","CVD-2024-002-038"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-039"
"CVD-2024-002","C1","FIXED",9,2024-06-01,2025-02-16,"USA","CVD-2024-002-040"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-001"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-002"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-003"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-004"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-005"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-006"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-007"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-008"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-009"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-010"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-011"
"NEU-2024-003","C1","TITR",5,2024-01-20,2024-05-25,"USA","NEU-2024-003-012"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-001"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-002"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-001"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-002"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-003"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-004"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-005"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-006"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-007"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-008"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-009"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-010"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-011"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-012"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-013"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-014"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-015"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-016"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-017"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-018"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-019"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-020"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-021"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-022"
"ONC-001","C1","TITR",8,2023-01-15,2024-01-08,"USA","ONC-001-023"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-001"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-002"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-003"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-004"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-005"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-006"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-007"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-008"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-009"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-010"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-011"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-012"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-013"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-014"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-015"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-016"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-017"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-018"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-019"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-020"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-021"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-022"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-023"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-024"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-025"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-026"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-027"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-028"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-029"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-030"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-031"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-032"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-033"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-034"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-035"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-036"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-037"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-038"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-039"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-040"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-041"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-042"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-043"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-044"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-045"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-046"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-047"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-048"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-049"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-050"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-051"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-052"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-053"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-054"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-055"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-056"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-057"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-058"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-059"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-060"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-061"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-062"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-063"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-064"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-065"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-066"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-067"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-068"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-069"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-070"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-071"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-072"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-073"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-074"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-075"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-076"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-077"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-078"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-079"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-080"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-081"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-082"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-083"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-084"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-085"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-086"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-087"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-088"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-089"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-090"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-091"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-092"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-093"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-094"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-095"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-096"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-097"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-098"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-099"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-100"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-101"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-102"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-103"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-104"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-105"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-106"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-107"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-108"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-109"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-110"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-111"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-112"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-113"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-114"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-115"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-116"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-117"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-118"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-119"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-120"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-121"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-122"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-123"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-124"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-125"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-126"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-127"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-128"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-129"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-130"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-131"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-132"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-133"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-134"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-135"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-136"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-137"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-138"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-139"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-140"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-141"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-142"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-143"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-144"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-145"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-146"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-147"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-148"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-149"
"VAC-001","C1","FIXED",200,2022-05-20,2023-06-06,"USA","VAC-001-150"
"IM-001","C1","TITR",10,2024-08-01,2025-01-22,"USA","IM-001-001"
"IM-001","C1","TITR",10,2024-08-01,2025-01-22,"USA","IM-001-002"
"IM-001","C1","TITR",10,2024-08-01,2025-01-22,"USA","IM-001-003"
"IM-001","C1","TITR",10,2024-08-01,2025-01-22,"USA","IM-001-004"
"IM-001","C1","TITR",10,2024-08-01,2025-01-22,"USA","IM-001-005"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-001"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-002"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-003"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-004"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-005"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-006"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-007"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-008"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-009"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-010"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-011"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-012"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-013"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-014"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-015"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-016"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-017"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-018"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-019"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-020"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-021"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-022"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-023"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-024"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-025"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-026"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-027"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-028"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-029"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-030"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-031"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-032"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-033"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-034"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-035"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-036"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-037"
"I&I-001","C1","FIXED",8,2023-03-10,2024-03-12,"USA","I&I-001-038"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-039"
"I&I-001","C1","FIXED",9,2023-03-10,2024-03-12,"USA","I&I-001-040"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-001"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-002"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-003"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-004"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-005"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-006"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-007"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-008"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-009"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-010"
